cluster,goal,usd_pledged_real,backers,campaign_duration_days,funding_ratio
0,-0.018540724120250388,-0.024645157961171046,-0.019737147809993843,-0.4139687080724093,-0.00296493768808576
1,0.10135123457180925,12.009128744746942,10.886016352283692,0.15609312097667433,0.0786705899450847
2,0.48852749295188264,71.6082487528075,76.23213309820282,0.1971681286302913,0.4397896200423313
3,0.07362282806972058,-0.028207246798548774,-0.04051895569126037,1.6654427056648802,0.011114796985645308
